Overflow Type,Municipality/Facility,NPDES #,Date Discovered,Time Discovered,Days,Hours,Minutes,Location,Zip Code,Latitude,Longitude,Collection-System,Quantity in Gallons (Estimated),Net in Gallons (Estimated),Cause,Receiving waters,County,Penalty Collected Comments,Penalty Collected,Notes
CSO,"Frostburg, City of",MD0067423,12/6/2013,5:00:00 PM,0,17,0,009/P.2,21532,37.57912784,-81.52842485,Cumberland WWTP,7500,7500,Precipitation,George's Creek,Allegany County,Blank fields = No Information Submitted,,
CSO,"Frostburg, City of",MD0067423,12/6/2013,5:00:00 PM,0,17,0,009/P.1,21532,37.57912784,-81.52842485,Cumberland WWTP,10000,10000,Precipitation,George's Creek,Allegany County,Blank fields = No Information Submitted,,
CSO,LaVale,MD0067547,12/6/2013,5:00:00 PM,0,12,30,001 LaVale PS,21504,37.57914957,-81.52828562,Cumberland WWTP,1611570,1611570,Excess Flow with Inflow & Infiltration,Braddock Run,Allegany County,Blank fields = No Information Submitted,,
SSO,Allegany County DPW,N/A,12/6/2013,9:00:00 PM,0,17,0,"Cresaptown Sanitary District, Cresaptown Pump Station, Constructed Overflow Pipe",21502,39.627949,-78.768967,Cumberland WWTP,40800,40800,Precipitation,North Branch Potomac River,Allegany County,,,
CSO,"Cumberland, City of",MD0021598,12/6/2013,,,,,010 N. Mechanic Street,21502,39.658676,-78.774431,Cumberland WWTP,3700,3700,Excess Flow with Inflow & Infiltration,Wills Creek,Allegany County,Blank fields = No Information Submitted,,
CSO,"Cumberland, City of",MD0021598,12/6/2013,,,,,008 Bedford Street,21502,39.65254,-78.764136,Cumberland WWTP,11900,11900,Precipitation,Wills Creek,Allegany County,Blank fields = No Information Submitted,,
CSO,"Cumberland, City of",MD0021598,12/6/2013,,,,,005 Elizabeth Street,21502,39.629923,-78.77441,Cumberland WWTP,22800,22800,Excess Flow with Inflow & Infiltration,Potomac River,Allegany County,Blank fields = No Information Submitted,,
CSO,"Cumberland, City of",MD0021598,12/6/2013,,,,,011 Franklin Street,21502,39.659169,-78.775412,Cumberland WWTP,28800,28800,Excess Flow with Inflow & Infiltration,Wills Creek,Allegany County,Blank fields = No Information Submitted,,
CSO,"Cumberland, City of",MD0021598,12/6/2013,,,,,015 Avirett Street,21502,39.648309,-78.768112,Cumberland WWTP,33100,33100,Precipiation,Potomac River,Allegany County,Blank fields = No Information Submitted,,
CSO,"Cumberland, City of",MD0021598,12/6/2013,,,,,012 Valley Street,21502,39.656172,-78.769872,Cumberland WWTP,50900,50900,Excess Flow with Inflow & Infiltration,Wills Creek,Allegany County,Blank fields = No Information Submitted,,
CSO,"Cumberland, City of",MD0021598,12/6/2013,,,,,007 Oldtown Road,21502,39.64386,-78.764553,Cumberland WWTP,224900,224900,Precipiation,Potomac River,Allegany County,Blank fields = No Information Submitted,,
CSO,"Cumberland, City of",MD0021598,12/6/2013,,,,,003 Mill Race P.S.,21502,39.646999,-78.763988,Cumberland WWTP,897000,897000,Excess Flow with Inflow & Infiltration,Potomac River,Allegany County,Blank fields = No Information Submitted,,
CSO,"Cumberland, City of",MD0021598,12/6/2013,,,,,002 Cumberland WWTP,21502,39.624063,-78.75584,Cumberland WWTP,3050100,3050100,Excess Flow with Inflow & Infiltration,Potomac River,Allegany County,Blank fields = No Information Submitted,,
SSO,WSSC,N/A,12/7/2013,5:01:00 PM,0,5,54,"3217 Cherry Mill Dr., Hyattsville, MD., MH # 040M",20783,,,,3540,3540,Debris,Paint Branch,Prince George's County,,,
SSO,City of Baltimore,N/A,12/9/2013,11:08:00 AM,,,,"1401 Argyle Ave, S27CG044MH-040MH",21217,,,,0,0,Rags & Roots,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/9/2013,6:00:00 PM,,,,1911 W. Mulberry St,21223,,,,0,0,Roots,Unknown,City of Baltimore,,,
SSO,La Plata WWTP (MES),N/A,12/10/2013,6:00:00 AM,0,0,55,"6500 Curly Hall Road, LaPlata WWTP's Dyna Sand Filter",20646,,,LaPlata WWTP,46000,46000,High flows,Port Tobacco Creek,Charles County,,,
SSO,WSSC,N/A,12/10/2013,11:05:00 AM,0,2,35,"1100 Swan Creek Rd., MH04050295, Fort Washington",20744,,,,464,464,Grease,Storm Drain/Piscataway Creek,Prince George's County,,,
SSO,WSSC,N/A,12/11/2013,8:10:00 AM,0,1,20,"4608 Willard Ave, MH12015040, Bethesda",20815,,,,399,399,Grease,"Storm Drain, Little Falls",Montgomery County,,,
SSO,WSSC,N/A,12/11/2013,10:07:00 AM,0,0,18,"5513 Lanier Ave, 00445603400, Suitland",20716,,,,9,9,Debris,Storm drain/Broad Creek,Prince George's County,Blank fields = No Information Submitted,,
SSO,Anne Arundel County DPW,N/A,12/11/2013,5:53:00 PM,0,16,0,"3415 Hidden River View Rd, Annapolis, MD",21403,38.92599,-73.47705,,60,60,Structural Failure,Unknown,Anne Arundel County DPW,,,
SSO,City of Baltimore,N/A,12/11/2013,9:30:00 PM,0,3,0,"4335 Eldone Rd, S03Q-016G1",21229,,,,900,900,Rags & Grease,Gwynns Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/12/2013,8:47:00 AM,0,1,13,"1800 Spence St, S19W-010MH- 019MH",21230,,,,340,340,"Rags, Roots & Debris",Patapsco River,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/13/2013,7:00:00 AM,0,3,48,"4300 Edgehurst Rd, S1511014MH, S1711017MH",21210,,,,1044,1044,Rags & Roots,Jones Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/13/2013,9:45:00 AM,0,1,6,2810 Pinewood Ave,21214,,,,132,132,Roots,Unknown,City of Baltimore,,,
SSO,"Howard County DPW, Bureau of Utilities",N/A,12/13/2013,10:00:00 AM,0,1,30,"5869 Woodvalley Rd, Elkridge, MD, Contract 347, MH # 6172 & 6173",,,,,2000,2000,Roots,Unknown,"Howard County DPW, Bureau of Utilities",,,
SSO,City of Baltimore,N/A,12/13/2013,12:45:00 PM,,,,2613 E. Biddle St.,21213,,,,0,0,Rags & Grease,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/14/2013,3:32:00 PM,,,,100 W. 39th St.,21210,,,,0,0,Unknown,Patapsco River,City of Baltimore,,,
SSO,Carroll County DPW,N/A,12/14/2013,10:10:00 PM,,,,"7235 Brangles Rd, Sykesville, MD",21784,,,,5000,5000,Unknown,Piney Run River,Carroll County DPW,,,
SSO,City of Baltimore,N/A,12/15/2013,12:20:00 PM,0,2,40,"2900 Rosalind Ave, S13MM1009MH, S13001004MH",21215,,,,360,360,Rags & Grease,Gwynns Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/15/2013,,,,,"5500 Greenspring Ave, S13WW1004MH",21209,,,,0,0,Rags & Roots,Unknown,City of Baltimore,,,
SSO,Garrett County DPW,N/A,12/16/2013,10:00:00 AM,0,3,0,"Goodwill Mennonite Home Pump Station, Dorsey Hotel Rd, Grantsville, MD",,,,Goodwill Pump Station,1200,1200,"Cracked 3"" Sewer Main outside of pumpstation.",none,Garrett County DPW,,,
SSO,Town of Perryville WWTP,N/A,12/16/2013,10:30:00 AM,0,0,10,72 Ikea Way,,,,Town of Perryville WWTP,100,100,Basin shut off,Unknown,Cecil County,,,
SSO,City of Baltimore,N/A,12/16/2013,10:30:00 AM,0,26,10,"4300 Orchard Ridge Blvd., S59MM-019MH, 006SC",21213,,,,7850,7850,I&I,Unknown,City of Baltimore,,,
SSO,WSSC,N/A,12/16/2013,10:46:00 AM,0,6,14,"6801 Bock Rd, Fort Washington, MD",20744,,,,374,374,Grease,Broad Creek,Prince George's County,,,
SSO,City of Baltimore,N/A,12/16/2013,,,,,205 S. Fulton Ave,21223,,,,0,0,Rags & Debris,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/16/2013,,,,,2735 Rayner Ave,21216,,,,0,0,Rags & Roots,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/17/2013,8:00:00 AM,0,3,38,"100 W. 39th St., S31EE1058MH, 1008MH",21210,,,,1090,1090,Rags & Roots,Jones Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/17/2013,2:00:00 PM,0,5,0,200 E. 32nd St.,21218,,,,0,0,Unknown,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/17/2013,,,,,1622 McCulloh St.,21217,,,,0,0,Rags & Roots,Unknown,City of Baltimore,,,
SSO,WSSC,N/A,12/18/2013,3:55:00 PM,0,2,5,6008 River Rd MH,20816,,,,125,125,Debris,Cabin John,Montgomery County,,,
SSO,City of Baltimore,N/A,12/18/2013,,,,,4530 Fairfax Rd,21216,,,,0,0,Rags,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/19/2013,7:30:00 AM,0,1,0,1338 Sherwood Ave,21239,,,,60,60,Rags & Roots,Jones Falls,City of Baltimore,,,
SSO,WSSC,N/A,12/19/2013,2:13:00 PM,0,1,47,"2411 Greeley Pl, Hyattsville, MD",20785,,,,20,20,Debris,Beaverdam Branch,Prince George's County,,,
SSO,City of Baltimore,N/A,12/19/2013,5:30:00 PM,,,,3210 Elmora Ave.,21213,,,,0,0,Rags,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/19/2013,,,,,133 S. Loudon Ave.,21229,,,,0,0,Rags & Debris,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/19/2013,,,,,"525 Hurley Ave., S15Q--035MH, S15Q--001MH",21223,,,,0,0,Rags & Grease,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/19/2013,,,,,"1400 E. Northern Pkwy., MH",21239,,,,0,0,Rags & Roots,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/19/2013,,,,,2836 Maryland Ave.,21218,,,,0,0,Unknown,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/20/2013,1:25:00 PM,0,1,0,"4333 Eldone Rd, S03Q-016MH, S03Q-015MH",21229,,,,60,60,Rags & Roots,Gwynns Falls,City of Baltimore,,,
SSO,WSSC,N/A,12/20/2013,1:46:00 PM,0,1,19,"4 A Crescent Rd., Greenbelt, MD MH",20770,,,,5,5,Unknown,Northeast Branch,Prince George's County,,,
SSO,WSSC,N/A,12/20/2013,4:50:00 PM,2,16,45,"728 S. Philadelphia Blvd., Aberdeen, MD",21001,,,City of Aberdeen,58200,58200,Grease Blockage,None,Harford County,,,
SSO,City of Baltimore,N/A,12/20/2013,6:30:00 PM,0,1,0,3302 The Alameda,21218,,,,30,30,Rags & Roots,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/21/2013,9:34:00 AM,0,2,5,2114 E. Fayette St,21231,,,,260,260,Debris,Storm Drain at Orleans and Fayette Sts.,City of Baltimore,,,
SSO,Charles County DPW,N/A,12/23/2013,5:30:00 AM,,,,"6505 Curley Hall Rd, La Plata, MD",,,,LaPlata WRF,1500,1500,7 inche split in Galvanized discharge Pipe,Unnamed trib to Port Tobacco Creek,Charles County DPW,,,
SSO,Garrett County DPW,N/A,12/23/2013,11:00:00 AM,0,2,0,"Edge of road on Eastbound lane of Rt 10, directly across from 11015 National Pike",,,,Chestnut Ridge,3600,3600,"Broken 8"" Sewer Main",Unknown,Garrett County DPW,,,
SSO,City of Baltimore,N/A,12/23/2013,11:11:00 AM,0,0,49,"Liberty Hgts. & Carsdale Ave, S0344-015MH, S0544-008MH",21207,,,,147,147,"Rags, Grease & Rocks",Gwynns Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/23/2013,11:48:00 AM,0,1,12,"3304 W. North Ave, S0911-015MH, S0911-02MH",21216,,,,240,240,Rags & Grease,Gwynns Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/23/2013,1:12:00 PM,0,2,21,"W. North Ave.& McCulloh St., S25KK-012MH,025MH, 112MH",21217,,,,423,423,Rags & Roots,Gwynns Falls,City of Baltimore,,,
SSO,WSSC,N/A,12/23/2013,1:32:00 PM,0,2,58,"2801 Daniel Rd, Chevy Chase, MD MH",20815,,,,267,267,Grease & Roots,Rock Creek,Montgomery County,,,
SSO,City of Baltimore,N/A,12/23/2013,,,,,4219 Woodlea Ave,21206,,,,0,0,Roots,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/23/2013,,,,,"406 Cambria St, S3941--028MH",21225,,,,0,0,Grease,Patapsco River,City of Baltimore,,,
SSO,WSSC,N/A,12/24/2013,12:16:00 PM,0,3,14,"2723 Country Club Rd, Hyattsville, MD",20785,,,,52,52,Grease,Beaverdam Branch,Prince George's County,,,
SSO,Baltimore County DPW,N/A,12/24/2013,6:10:00 PM,0,1,20,9301 Bowling Blvd,,,,,20,20,Broken Pipe,Unknown,Baltimore County DPW,,,
SSO,City of Baltimore,N/A,12/24/2013,,,,,1210 Seminole Ave,21229,,,,0,0,Unknown,Unknown,City of Baltimore,,,
SSO,Anne Arundel County DPW,N/A,12/26/2013,9:38:00 AM,0,4,0,"1243 Cherry Tree Lane, Annapolis",,,,,100,100,Mechanical Failure,Unknown,Anne Arundel County DPW,,,
SSO,City of Baltimore,N/A,12/26/2013,2:21:00 PM,0,0,39,"810 S. Caton Ave, S115-012MH, 013MH",21229,,,,117,117,Rags & Grease,Gwynns Falls,City of Baltimore,,,
SSO,Baltimore County DPW,N/A,12/26/2013,3:52:00 PM,0,6,23,31 Jones Valley Circle,21209,,,Back River,50,50,Grease & Roots,Jones Falls,Baltimore County DPW,,,
SSO,WSSC,N/A,12/26/2013,4:14:00 PM,0,0,0,"6211 District Heights Pkwy, Forestville, MD (Private Property)",20747,,,,50,50,Basement Backup,Western Branch,Prince George's County,,,
SSO,City of Baltimore,N/A,12/26/2013,,,,,2204 Fleet St.,21231,,,,0,0,Unknown,Baltimore Harbor,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/26/2013,,,,,3812 Reisterstown Rd,21215,,,,0,0,Roots,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/26/2013,,,,,2114 E. Fayette St,21231,,,,0,0,Rags,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/26/2013,,,,,"4809 Erdman Ave, 34302001197956",21205,,,,0,0,Rags,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/26/2013,,,,,3309 Piedmont Ave,21216,,,,0,0,"Sand, Clay & Mud",Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/27/2013,9:12:00 AM,0,2,35,"1703 N. Payson St, S1911-035MH, 056MH",21217,,,,334,334,Grease,Jones Falls,City of Baltimore,,,
SSO,WSSC,N/A,12/27/2013,3:37:00 PM,0,2,3,"4038 Adams Dr., Silver Spring, MD",20902,,,,123,123,Debris,Rock Creek,Montgomery County,,,
SSO,WSSC,N/A,12/28/2013,10:26:00 AM,0,1,34,"7600 Barlowe Rd, Palmer Park, MD",20785,,,,94,94,Grease,Beaverdam Branch,Prince George's County,,,
SSO,WSSC,N/A,12/28/2013,11:54:00 AM,0,2,31,"8805 Gramercy Lane, Laurel, MD MH",20708,,,,151,151,Debris,Patuxent River,Prince George's County,,,
SSO,Allegany County DPW,N/A,12/29/2013,9:30:00 AM,0,10,30,"Bedford Road Sanitary District, Mill Run Pump Station",21502,,,Cumberland WWTP,25200,25200,Precipitation,Pea Vine Run,Allegany County DPW,,,
SSO,Allegany County DPW,N/A,12/29/2013,10:30:00 AM,0,30,0,"Cresaptown Sanitary District, Cresaptown Pump Station, Constructed Overflow Pipe",21502,,,Cumberland WWTP,72000,72000,Precipitation,North Branch Potomac River,Allegany County DPW,,,
SSO,St. Mary's County Metropolitan Commission,N/A,12/29/2013,2:00:00 PM,0,0,15,"21451 Great Mills Rd, Lexington Park, MD",,,,,3500,3500,Pump Failure,none,St. Mary's County Metropolitan Commission,,,
SSO,WSSC,N/A,12/29/2013,2:17:00 PM,0,2,3,4910 41st Pl. MH355U to 357M,20781,,,,123,123,Grease,Anacostia River,Prince George's County,,,
SSO,Allegany County DPW,N/A,12/29/2013,3:00:00 PM,0,18,0,"Jennings Run Sanitary District, Manhole 47 Btwn Corriganville & Barrelville",21502,,,Cumberland WWTP,43200,43200,Precipitation,Wills Creek,Allegany County DPW,,,
SSO,Dorchester County SD (MES),N/A,12/29/2013,5:00:00 PM,0,4,30,"Southside Ave, Cambridge, MD",21613,,,,8100,8100,Mechanical Failure,Little Blackwater River,Dorchester County SD (MES),,,
SSO,City of Baltimore,N/A,12/30/2013,10:54:00 PM,0,12,26,"4419 Manasota Ave, S57YY-019MH",21206,,,,1492,1492,Grease,Herring run,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/30/2013,,,,,3128 Weaver Ave,21214,,,,0,0,Unknown,Unknown,City of Baltimore,,,
SSO,WSSC,N/A,12/31/2013,11:46:00 AM,0,4,29,"13019 Mill House Ct., Germantown, MD",20784,,,,806,806,Grease,Seneca Creek,Montgomery County,,,
SSO,City of Baltimore,N/A,12/31/2013,3:54:00 PM,0,19,29,"6541 Eastern Ave, S69G-005MH, 008MH",21224,,,,5845,5845,"Rags, Grease & Debris",Patapsco River,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/31/2013,6:00:00 PM,0,2,0,1705 Bloomingdale Rd,21216,,,,60,60,Roots,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,1/1/2014,1:48:00 PM,0,1,38,"4333 Eldone Rd - S030--015MH, S030--016MH",21229,,,,730,730,Rags & Roots,Unknown,City of Baltimore,,,Blank fields = No Information Submitted
SSO,Baltimore County DPW,N/A,1/2/2014,11:20:00 AM,0,0,50,2013 Halethorpe Ave,,,,,20,20,Rags & Roots,Unknown,City of Baltimore,,,Blank fields = No Information Submitted
SSO,Baltimore County DPW,N/A,1/3/2014,2:24:00 PM,0,2,21,4792 Aldgate Green MH # 9742,21227,,,Patapsco,205,205,Roots,Herbert Run,Baltimore County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/6/2014,7:00:00 AM,0,1,30,428 E. Preston St.,21202,,,,45,45,Rags & Grease,Jones Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,Baltimore County DPW,N/A,1/7/2014,10:52:00 AM,0,3,19,6206 Charles St & Stevenson Ln. @ MH 2927,,,,Back River,145,145,Rags & Grease,Storm Drain/ Jones Falls,Baltimore County,,,Blank fields = No Information Submitted
SSO,Harford County DPW,N/A,1/8/2014,8:00:00 AM,0,2,45,"Farm behind 925 Hookers Mill Rd, Abingdon, MH# 62109",21009,,,Sod Run,8250,8250,Partial Collapse of sanitary manhole,Bynum Run,Harford County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/9/2014,,,,,1622 McCulloh St,21217,,,,0,0,Rags,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,Charles County DPW,N/A,1/10/2014,8:58:00 AM,,,,"3785 Leonard Rd, Waldorf MD",,,,Mattawoman,250,250,Stoppage in Line,Storm Drain,Charles County,,,Blank fields = No Information Submitted
SSO,Baltimore County DPW,N/A,1/11/2014,2:34:00 PM,0,0,32,"7845 Bagley Ave & Linwood Ave., Parkville, MH # 17621",21234,39.3737,-76.5341,Back River,2141,2141,Excess Flow with Inflow & Infiltration,Stemmers Run,Baltimore County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/12/2014,8:00:00 AM,0,4,21,1400 Aisquith St,21202,,,Patapsco,1305,1305,Rags,Unknown,City of Baltimore,,,Blank fields = No Information Submitted
SSO,Baltimore County DPW,N/A,1/13/2014,11:18:00 AM,0,2,30,6225 Smith Ave,21209,,,Patapsco,1250,1250,Roots,Trib to Jones Falls,Baltimore County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/14/2014,6:00:00 PM,0,24,0,5267 Cordelia Ave,,,,,2280,2280,unknown,Gwynns Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/15/2014,11:40:00 AM,0,3,18,2401 Cross Country Rd,21215,,,,990,990,"Blockage caused by Roots, Rocks & other Debris in line",Jones Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/16/2014,2:15:00 PM,0,5,0,841 E. Fort Ave,21230,,,Patapsco,1500,1500,Roots,Unknown,City of Baltimore,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/17/2014,,,,,3000 Normount Ct.,21216,,,,0,0,Rags & Grease,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,WSSC,N/A,1/18/2014,1:06:00 PM,0,13,4,"4900 RW Pennyroyal Ct., Rockville, MH05151027",20853,,,,3921,3921,Grease,Rock Creek,Montgomery County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/18/2014,3:53:00 PM,0,1,27,6500 O'Donnel St,21224,,,Back River,1750,1750,"Rags, Grease & Debris",Unknown,City of Baltimore,,,Blank fields = No Information Submitted
SSO,Worcester County DPW,N/A,1/19/2014,1:00:00 PM,,,,"Station B on Beauchamp Rd, Ocean Pines, MD",,,,,400,400,Wet Well Overflow,None,Worchester County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/20/2014,2:46:00 PM,0,2,14,Greenspring & Dupont Ave.,21209,,,Patapsco,134,134,Rags & Grease,Jones Falls,City of Baltimore,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,1/21/2014,9:05:00 PM,0,2,50,"5909 Plata St, Clinton, MD",20735,,,,85,85,Grease,Piscataway Creek,Prince George's County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/23/2014,,,,,3626 Greenmount Ave,21218,,,,0,0,Rags,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,WSSC,N/A,1/24/2014,8:45:00 PM,0,4,0,"15931 Frederick Rd, Rockville, MD",20855,,,,5,5,Grease,Muddy Branch,Montgomery County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/25/2014,5:00:00 AM,0,1,0,701 33rd St,21218,,,,30,30,House Connection Choked,Unknown,City of Baltimore,,,Blank fields = No Information Submitted
SSO,Charles County DPW,N/A,1/26/2014,4:00:00 PM,0,1,0,"6915 Crain Hwy, LaPlata",26046,,,,1000,1000,MH Overflow,None,Charles County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/27/2014,,,,,600 Markham Road,21229,,,,0,0,,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,Anne Arundel County DPW,N/A,1/28/2014,3:30:00 PM,0,22,15,"423 Broadwater Rd, Belevedere Beach",21012,,,Broadneck,668,668,Mechanical Failure,Unknown,Anne Arundel county,,400,Blank fields = No Information Submitted
SSO,Rock Hall. Town of,N/A,1/29/2014,,,,,"4852 Piney Neck Road, Rock Hall",21620,,,Rock Hall,400,400,Snow plow hit in-line cleanout,Unknown,Kent County,,400,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/29/2014,,0,0,0,6105 Maywood Ave,21209,,,,0,0,Rags & Roots,Unknown,City of Baltimore,,,Evidence of Overflow
SSO,Baltimore County DPW,N/A,1/30/2014,,,,,Industry Ln & Beaver Dam Rd,21030,,,,0,0,Contractor damaged Force Main while doing directional boring,Beaver Dam Run,Baltimore County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,1/31/2014,,,,,1707 Ashburton St,21216,,,,0,0,Debris,None,City of Baltimore,,,Evidence of Overflow
SSO,Garrett County DPW,N/A,2/2/2014,12:00:00 PM,0,1,45,"19638 Garrett hgwy, The Inn # Deep Creek, Duplex Grinder Basin",,,,,1200,1200,"Both Pumps went down, Kicked Main Breaker",Deep Creek Lake,Garrett County,,,Blank fields = No Information Submitted
SSO,Baltimore County DPW,N/A,2/3/2014,4:15:00 PM,0,4,50,"56 Trout Break Circle, Reistertown @ Village of Chartleytown Apts.",,,,,1000,1000,"Unknown, but possibly due to roots",Gwynns Falls,Baltimore County,,,Blank fields = No Information Submitted
SSO,Anne Arundel County DPW,N/A,2/4/2014,4:57:00 AM,0,10,0,"1640 Professional Blvd, Crofton, MD",21114,,,Patuxent WRF,128000,128000,Trench Collapse,Little Patuxent River,Anne Arundel county,,8000,Blank fields = No Information Submitted
SSO,WSSC,N/A,2/4/2014,12:30:00 PM,0,4,10,"4900 RW Pennyroyal Ct., Rockville, MH05151027",20853,,,,500,500,Roots & Grease,Rock Creek,Montgomery County,,,Blank fields = No Information Submitted
CSO,LaVale,MD0067547,2/5/2014,2:00:00 PM,0,7,0,001 LaVale sewage pumping station,21540,37.57914957,-81.52828562,Cumberland,613185,613185,Precipitation,Braddock Run,Allegany County,,,Blank fields = No Information Submitted
CSO,"Cumberland, City of",MD0021598,2/5/2014,,,,,002 Cumberland WWTP,21502,,,,2659800,2659800,Precipitation,Potomac River,Allegany County,,,Blank fields = No Information Submitted
SSO,Carroll County DPW,N/A,2/6/2014,7:00:00 PM,0,11,30,1301 G East Ridgeville Blvd,,,,Mt Airy,60000,60000,High Rate Tank Effluent,unnamed stream,Carroll County,,,Blank fields = No Information Submitted
SSO,Baltimore County DPW,N/A,2/7/2014,9:00:00 PM,0,2,30,7201 Valley Country Ct,21208,,,,850,850,BGE Transformer Blew up,Strom Drain that leads to Gwynns Falls,Baltimore County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,2/8/2014,10:45:00 AM,0,4,10,Holabird @ Manor Ave,21224,,,Back River,750,750,Rags,Northwest Passage,City of Baltimore,,,Blank fields = No Information Submitted
SSO,WSSC,N/A,2/10/2014,1:27:00 PM,0,7,58,"6603 Cherryfield Rd, TempleHills, MD",20744,,,,448,448,Rags & Roots,Broad Creek,Prince George's County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,2/11/2014,9:45:00 AM,0,0,15,2850 Round Rd,,,,Patapsco,30,30,Contractor hit sewage service,Inlet,City of Baltimore,,,Blank fields = No Information Submitted
SSO,Baltimore County DPW,N/A,2/12/2014,2:00:00 PM,0,11,0,Rightaway Ashland Road (Cockeysville),,,,Back River,1650000,1650000,Mechanical Failure,Western Run,Baltimore County,,,Blank fields = No Information Submitted
SSO,City of Baltimore,N/A,2/14/2014,7:18:00 AM,0,12,22,3205 Fairfield Rd,21228,,,,3710,3710,Roots,Unknown,City of Baltimore,,,Blank fields = No Information Submitted
SSO,Harford County DPW,N/A,2/15/2014,9:30:00 AM,0,2,0,"PS # 46, R 113 Haverhill Rd",21085,,,Joppatowne,4000,4000,Other,None,Harford County,,,Blank fields = No Information Submitted
SSO,Baltimore County DPW,N/A,2/15/2014,9:53:00 AM,0,2,5,610 Hastings Rd,21286,,,Back River,1500,1500,Transformer Shorted out,Unknown,Baltimore County,,,Blank fields = No Information Submitted
SSO,"Frederick, City of",N/A,2/15/2014,,,,,8361 Inspiration Ave,,,,,0,0,Sink Hole,None,Frederick County,,,Blank fields = No Information Submitted
SSO,Baltimore County DPW,N/A,2/17/2014,4:10:00 PM,0,2,0,7001 Rolling Mill Rd & Northpoint Blvd.,21224,,,Back River,400,400,Roots & Rags,Unknown,Baltimore County,,,Blank fields = No Information Submitted
CSO,LaVale,MD0065747,2/18/2014,3:45:00 PM,0,5,30,001 Lavale PS,21532,37.57915,-81.528286,Cumberland,515811,515811,"Roots , Rags & Trash",Braddock Run,Allegany County,,,Blank fields = No Information Submitted
CSO,LaVale,MD0067547,2/18/2014,3:45:00 PM,0,5,30,001 LaVale sewage pumping station,21540,37.57914957,-81.52828562,Cumberland,515811,515811,Precipitation,Braddock Run,Allegany County,,,Blank fields = No Information Submitted
CSO,Allegany County DPW,MD0067407,2/19/2014,1:00:00 PM,0,7,0,002 Braddock Estates,21532,39.3821,-78.5555,Comberland,14700,14700,Precipiation,George's Creek,Allegany County,,,None
